title,vendor,ingredients_cleaned,description_cleaned,sold_count,90 Day Repurchase Rate
ACV Better Biome Gummies,Organifi,"kiwi fruit, apple cider vinegar, tapioca fiber, cane sugar, water, pectin, citric acid, fruit juice, vegetable juice, sodium citrate, carnauba wax","New Zealand Gold Kiwi, Apple Cider Vinegar, pectin, boost daily fibre intake, plant-based gummies, general adult audience",0,0.0
ACV Gummies,Goli,"apple cider vinegar, beetroot, pomegranate, vitamin b12, tapioca syrup, water, cane sugar, pectin, sodium citrate, citric acid, malic acid, apple","vitamin B12, apple cider vinegar, support energy metabolism, reduce tiredness and fatigue, maintain nervous system function, support immune system, gummy, general adult use",0,0.0
ADK Evail,Designs For Health,"vitamin a, vitamin d, vitamin k1, vitamin k2, vitamin e, trans-geranylgeraniol, bovine gelatin, purified water, glycerine, medium chain triglycerides, annatto, beeswax, quillaja extract","vitamins A, D, K, E isomers, geranylgeraniol (GG), supports immune system, maintains bones and teeth, supports blood clotting, supports skin and vision, softgel, adults",70,0.0
ADK Vitamins,Codeage,"vitamin a, vitamin d3, vitamin k1, vitamin k2, methylcellulose, microcrystalline cellulose","vitamin D3 (5,000 IU), vitamin K1 (1,000 mcg), vitamin K2 (MK4 1,500 mcg, MK7 300 mcg), vitamin A (retinyl palmitate 900 mcg), support immunity, vision, skin, bone health, muscle function, teeth health, capsule, adults",0,0.0
AM: Mushroom Powder,Mother Made,"chaga,lion's mane,cordyceps","Lion's Mane, Cordyceps, Chaga, cognitive support and energy boost, powder, adults",16,0.0
AMPK Charge+™,Quicksilver Scientific,"phospholipids, diindolylmethane, quercetin, milk thistle seed, resveratrol, berberine, cinnamon bark oil, glycerin, water, ethanol, medium chain triglycerides, vitamin E, citrus oils, propolis","vitamin E, phytonutrient blend, metabolic support, antioxidant protection, nanoemulsified formula, liquid or supplement form, adults",0,0.0
AMPK Metabolic Activator,Life Extension,"hesperidin, gynostemma leaf extract, calcium carbonate, microcrystalline cellulose, cellulose gel, sodium carboxymethylcellulose, cellulose gum, hydroxypropyl cellulose, fatty acids, hydroxypropyl methyl cellulose, glycerol, silicon dioxide, magnesium salts of fatty acids","G. pentaphyllum (Jiaogulan) extract, hesperidin, calcium, support normal energy-yielding metabolism, blend of botanicals and minerals, capsule or tablet (implied), adults seeking to maintain daily vitality and energy levels",0,0.0
ASEA Redox Cell Signaling Supplement,ASEA,"water, sodium chloride","purified water, sodium chloride, daily balance, supplement, general adults",644,0.429204
ATRANTíL - Bloating Relief and Everyday Digestive Health,Atrantil,"quebracho, horse chestnut, peppermint leaf, microcrystalline cellulose, hypromellose, magnesium stearate, silicon dioxide","quebracho extract, horse chestnut, peppermint leaf, digestive support, botanical blend, plant-based ingredients, capsules or tablets (implied), adults seeking digestive wellbeing",310,0.405405
Absolutely Chocolate,Rollagranola,"oats, chocolate, sunflower seeds, hazelnuts, dates, rice flour, almonds, coconut, pumpkin seeds, cocoa powder, walnuts, coconut oil, avocado oil, ginger, cinnamon, salt","protein, fibre, 100% chocolate, nuts, seeds, dates, ginger, cinnamon, muscle growth and maintenance, bone health, high fibre for satiety, granola, general adult consumers, vegan, gluten-free, no added sugar",496,0.323383
Abund Drops,Australian Bush Flower Essences,"bluebell, boab, christmas bell, five corners, philotheca, pink flannel flower, southern cross, sunshine wattle, purified water, brandy","Bluebell, Boab, Christmas Bell, Five Corners, Philotheca, Pink Flannel Flower, Southern Cross, Sunshine Wattle, support sense of balance and reflection, drops, general adult audience",15,0.0
Access Soft Chamber for Wheelchair Therapy,Optimal Health,,"pressurised oxygen, oxygen therapy, chamber, wheelchair users",0,0.0
Aceite de Moska,Ceremonia,"meadowfoam seed oil, coconut alkanes, chia seed oil, babassu oil, rapeseed oil, patauá oil, abyssinian kale oil, phytosterol esters, coco-caprylate, caprate, rice bran oil, maracujá oil, rice bran extract, cupuaçu butter, aloe vera extract, castor oil, açaí oil, sunflower extract, tocopherol, rosemary extract","Aceite de Moska, scalp oil, hydrates scalp, reduces dryness, itchiness, flaking, strengthens hair, boosts shine, supports healthy hair growth, silicone-free, scalp oil, all hair types",0,0.0
Acetaminophen Extra Strength,Genexa,"acetaminophen, acacia gum, agave fiber, agave syrup, calcium carbonate, carnauba wax, cellulose, dextrose, dibehenin, glycerin, guar gum, maltodextrin, rice extract, rice hull, sodium bicarbonate, sunflower lecithin, sunflower oil","acetaminophen, acacia gum, organic carnauba wax, pain relief, non-drowsy daytime use, caplet, general adult use",112,0.373832
Acetaminophen PM Extra Strength,Genexa,"acetaminophen,diphenhydramine,acacia gum,agave fiber,agave syrup,calcium carbonate,carnauba wax,cellulose,dextrose,dibehenin,glycerin,guar gum,maltodextrin,palm olein,rice extract,rice hulls,sodium bicarbonate,sunflower lecithin,sunflower oil","acetaminophen, diphenhydramine HCl, restful nights, gentle support, caplet, adults",114,0.0
Acetyl Carnitine & Alpha Lipoic Acid,Biocare,"n-acetyl carnitine, alpha lipoic acid, hydroxypropyl methylcellulose, cellulose, silicon dioxide, magnesium stearate","acetyl carnitine, alpha lipoic acid, daily balance support, capsule, adults",0,0.0
Acetyl L-Carnitine,Designs For Health,"acetyl l-carnitine, cellulose, stearic acid, silicon dioxide","acetyl L-carnitine, supports energy metabolism, capsule, adults seeking energy support",0,0.0
Acetyl L-Carnitine,Momentous,"acetyl l-carnitine, hypromellose, rice flour, stearic acid, silica, medium chain triglycerides","Acetyl L-Carnitine, energy production support, capsule, adults",0,0.0
Acetyl-L-Carnitine,Seeking Health,"acetyl-l-carnitine, hypromellose, water, ascorbyl palmitate, microcrystalline cellulose, leucine, silica","acetyl-L-carnitine, support mitochondrial activity and energy production, capsule, general adult use",0,0.0
Acetyl-L-Carnitine,Thorne,"acetyl l carnitine, hypromellose, leucine, microcrystalline cellulose, silicon dioxide","chloride, leucine, support normal digestion, maintain muscle mass, maintain healthy bones, capsule, adults",688,0.516484
Acetyl-L-Carnitine 500 mg,Pure Encapsulations,"acetyl carnitine, plant fiber, microcrystalline cellulose, ascorbyl palmitate, hydroxypropyl methyl cellulose","acetyl-l-carnitine, cognitive support and energy metabolism, vegetarian capsule, adults seeking dietary supplements",75,0.0
Acetylcholine Brain Food,Natural Stacks,"acetyl l-carnitine, alpha-gpc, vitamin b1, pantethine, white peony, hypromellose, silica, ascorbyl palmitate","Acetyl L-Carnitine, Alpha-GPC, Pantesin Pantethine, Vitamin B1, White Peony Extract, supports normal mental performance, reduces tiredness and fatigue, supports nervous system function, supports energy metabolism, capsule or pill, adults",158,0.0
Acnutrol™,Designs For Health,"vitamin a, vitamin d, niacin, vitamin b6, biotin, pantothenic acid, zinc, selenium, copper, chromium, l-carnitine, vitamin e, cellulose, stearates, silicon dioxide","zinc, biotin, vitamins A, D, B6, selenium, copper, niacin, pantothenic acid, vitamin E, maintain normal skin hair and nails, support immune system, energy-yielding metabolism, psychological function, protect cells from oxidative stress, tablet or capsule, adults",0,0.0
Action Heroes Pure Omega 3 Liquid for Kids,Bare Biology,"omega-3, eicosapentaenoic acid, docosahexaenoic acid, vitamin e, tocopherol","omega-3 (DHA, EPA), vitamin E, brain function support, vision support, heart function support, oxidative stress protection, liquid, children from 6 months and up",741,0.459701
Activated Charcoal,Cymbiotika,"activated charcoal, purified water, glycerin, macadamia nut, citric acid, phosphatidylcholine, vitamin E, vanilla extract, lemon peel oil, orange peel oil, citrus extract","coconut-derived activated charcoal, reduces excessive flatulence after eating, pouch, vegan-friendly adults",0,0.0
Activated Charcoal Powder,KIKI Health,activated charcoal,"activated charcoal from coconut shells, reduces excessive flatulence, powder, general adult use",268,0.0
Activated Charcoal Vegicaps,KIKI Health,activated charcoal,"activated charcoal from coconut shells, reduce excessive flatulence, capsules, adults",1591,0.0
Activated Vitamin B Complex,Natroceutics,"theanine, pantothenic acid, thiamine, pyridoxal, niacin, riboflavin, biotin, methyltetrahydrofolate, adenosylcobalamin, methylcobalamin, sunflower lecithin, hydroxypropyl methylcellulose, microcrystalline cellulose, magnesium stearate","thiamine (B1), riboflavin (B2), niacin (B3), pantothenic acid (B5), pyridoxal-5-phosphate (B6), biotin (B7), methytetrahydrofolate (B9), adenosylcobalamin, methylcobalamin (B12), L-theanine, reduce tiredness and fatigue, support psychological function and nervous system health, promote red blood cell formation and immune system function, maintain healthy skin, hair, and mucous membranes, capsule, adults seeking energy and focus support",55,0.488372
Active - White,AIROFIT,,"respiratory muscle training device, improves respiratory health, physical performance, mental wellbeing, recovery, device with adjustable resistance and app guidance, device form factor, adults seeking respiratory health improvement",6,0.0
Active Charcoal Water Filter,Black+Blum,,"Binchotan charcoal, purifies water, removes chlorine, adds minerals, water filter stick, adults using bottles and jugs",0,0.073171
Active Charcoal Water Filter & Coil,Black+Blum,,"Binchotan charcoal, stainless steel coil, purifies water, removes chlorine, adds minerals, water filter, fits bottles and jugs, charcoal filter, adults and general users",0,0.0
Active Collagen - Orange,Planet Paleo,"bovine collagen, glucosamine, orange flavor, esterified fatty acids, methylsulfonylmethane, boswellia resin, ginger root, vitamin c, rosehip, turmeric root, steviol glycosides, manganese, sodium molybdate","collagen peptides, vitamin C, manganese, traditional botanicals, support collagen formation, maintain bones and connective tissue, powder, active adults",0,0.0
Active Collagen Endurance & Recovery Capsules,Ingenious,"marine collagen peptides, hyaluronic acid, astaxanthin, vitamin c, vitamin e, zinc","hydrolysed marine collagen, vitamin C, zinc, vitamin E, hyaluronic acid complex, natural astaxanthin, ActiGin®, support energy metabolism, reduce tiredness and fatigue, maintain skin hair and nails, protect cells from oxidative stress, support immune function, support collagen formation for skin and joints, support endurance and recovery, capsules, active adults",0,0.0
Actual Sunshine,Kin Euphorics,"water, pineapple juice, lemon juice, collagen peptides, turmeric, acerola, ginger, cardamom, licorice root, guava, coffeeberry, green tea extract, saffron","Vitamin D, zinc, calcium, potassium, collagen peptides, pineapple, ginger, turmeric, cardamom, caffeine, Coffeeberry®, bovine collagen, vitamin D3 from lanolin, support immune system, maintain bones and muscle function, support nervous system and muscle function, gentle natural energy boost, powder, adults",43,0.0
Acupress Leg Wrap,Shakti,,"Shakti spikes, organic cotton, compression strap, relieves muscle tension and soreness, enhances recovery and blood circulation, provides deep targeted pressure, adjustable fit, leg wrap, adults with leg tension (including athletes and non-athletes)",0,0.0
Acupressure Headband - Black,Shakti,,"organic cotton jersey, acupressure spikes, relief of head tension and mild headaches, easing jaw tension, promoting relaxation and stress relief, headband, general adult audience",0,0.0
Acupressure Headband - Chai,Shakti,,"organic cotton jersey, acupressure spikes, relief of mild headaches, easing jaw tension, promoting relaxation and stress relief, headband, adults",0,0.0
Acupressure Headband - Jaipur,Shakti,,"organic cotton jersey, acupressure spikes, relief of mild headaches, easing jaw tension, promoting relaxation and stress relief, headband, adults",0,0.0
Acupressure Mat - Black,Shakti,,"Shakti spikes, Blissfoam™, organic cotton, relieve muscle tension, boost circulation, enhance sleep quality, promote mental clarity, acupressure mat, adults",0,0.0
Acupressure Mat Set,WTHN,,"linen, coconut fibre, memory foam, acupressure, promotes deep relaxation, improves sleep, relieves pain and tension, pain relief for neck, back, shoulder, alleviates headaches, improves circulation, reduces stress, increases energy, mat and pillow set, adults",127,0.239437
Acupressure Pillow - Black,Shakti,,"Blissfoam™ fill, organic cotton outer, acupressure spikes, relieves neck and shoulder tension, promotes blood circulation, supports relaxation, promotes restful sleep, pillow, adults",0,0.0
Acupressure Set - Grey,Yogi Bare,,"acupressure, promotes better sleep, alleviates insomnia, reduces anxiety, reduces stress, improves energy, enhances circulation, relieves muscle tension, eases migraine headaches, alleviates back pain, alleviates chronic discomfort, acupressure mat, adults",394,0.164912
Adapto B-Complex,Vimergy,"thiamin, riboflavin, niacin, folate, pantothenic acid, vitamin b6, rhodiola root, hawthorn berry, hypromellose, potato starch","thiamin, riboflavin, niacin, folate, pantothenic acid, vitamin B6, reduce tiredness and fatigue, support psychological function, support immune system, capsule, general adult use",148,0.483051
Adaptogen-R3,Premier Research Labs,"rhodiola rosea, turmeric, eleuthero, prickly pear, ceylon cinnamon, maca, cordyceps, rice, cellulose, water","rhodiola, turmeric, maca, botanical blend, daily balance, plant-based capsules, adults seeking natural wellbeing",44,0.0
Adaptogenic Powder,Anima Mundi,"cacao bean, reishi mushroom, agaricus mushroom, lions mane mushroom, cordyceps mushroom, chaga mushroom, maitake mushroom, shiitake mushroom","organic mushroom extracts, heirloom cacao, maintain elasticity of blood vessels, support normal blood flow, powder, general adult audience",0,0.0
Adaptogenic Tonic,Anima Mundi,"reishi mushroom, agaricus mushroom, lion's mane mushroom, cordyceps mushroom, chaga mushroom, maitake mushroom, shiitake mushroom, camu camu fruit, mangosteen fruit, filtered water, cane spirits","Reishi, Lion’s Mane, Cordyceps, Chaga, Camu Camu, Mangosteen, daily support, balance, natural vitality, tonic, adults seeking balance and vitality",0,0.0
